CVE_ID,Description,Published,Link,CWEs,CWE_Names,Top_Level_Categories
CVE-2019-2123,"In execTransact of Binder.java in Android 7.1.1, 7.1.2, 8.0, 8.1, and 9, there is a possible local execution of arbitrary code in a privileged process due to a memory overwrite. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",2019-09-05T22:15:11.787,https://nvd.nist.gov/vuln/detail/CVE-2019-2123,CWE-787,Out-of-bounds Write,Improper Control of a Resource Through its Lifetime
CVE-2019-2181,"In binder_transaction of binder.c in the Android kernel, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",2019-09-05T22:15:12.413,https://nvd.nist.gov/vuln/detail/CVE-2019-2181,CWE-190; CWE-787,Integer Overflow or Wraparound; Out-of-bounds Write,Improper Control of a Resource Through its Lifetime; Incorrect Calculation
CVE-2019-2215,"A use-after-free in binder.c allows an elevation of privilege from an application to the Linux Kernel. No user interaction is required to exploit this vulnerability, however exploitation does require either the installation of a malicious local application or a separate vulnerability in a network facing application.Product: AndroidAndroid ID: A-141720095",2019-10-11T19:15:10.947,https://nvd.nist.gov/vuln/detail/CVE-2019-2215,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2019-2213,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",2019-11-13T18:15:12.170,https://nvd.nist.gov/vuln/detail/CVE-2019-2213,CWE-362; CWE-416,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'); Use After Free,Improper Control of a Resource Through its Lifetime; Insufficient Control Flow Management
CVE-2019-2214,"In binder_transaction of binder.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-136210786References: Upstream kernel",2019-11-13T18:15:12.233,https://nvd.nist.gov/vuln/detail/CVE-2019-2214,CWE-787,Out-of-bounds Write,Improper Control of a Resource Through its Lifetime
CVE-2020-0030,"In binder_thread_release of binder.c, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-145286050References: Upstream kernel",2020-02-13T15:15:12.157,https://nvd.nist.gov/vuln/detail/CVE-2020-0030,CWE-362; CWE-416,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'); Use After Free,Improper Control of a Resource Through its Lifetime; Insufficient Control Flow Management
CVE-2020-0041,"In binder_transaction of binder.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-145988638References: Upstream kernel",2020-03-10T20:15:21.383,https://nvd.nist.gov/vuln/detail/CVE-2020-0041,CWE-20,Improper Input Validation,Improper Neutralization
CVE-2020-0423,"In binder_release_work of binder.c, there is a possible use-after-free due to improper locking. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-161151868References: N/A",2020-10-14T14:15:17.280,https://nvd.nist.gov/vuln/detail/CVE-2020-0423,CWE-416; CWE-667,Improper Locking; Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2021-0327,"In getContentProviderImpl of ActivityManagerService.java, there is a possible permission bypass due to non-restored binder identities. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-172935267",2021-02-10T17:15:19.333,https://nvd.nist.gov/vuln/detail/CVE-2021-0327,CWE-269,Improper Privilege Management,Improper Access Control
CVE-2021-0482,"In BinderDiedCallback of MediaCodec.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-173791720",2021-06-11T17:15:09.883,https://nvd.nist.gov/vuln/detail/CVE-2021-0482,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2021-0966,"In code generated by BuildParcelFields of generate_cpp.cpp, there is a possible way for a crafted parcelable to reveal uninitialized memory of a target process due to uninitialized data. This could lead to local information disclosure across Binder transactions with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12Android ID: A-198346478",2021-12-15T19:15:11.997,https://nvd.nist.gov/vuln/detail/CVE-2021-0966,CWE-909,Missing Initialization of Resource,Improper Control of a Resource Through its Lifetime
CVE-2021-39686,"In several functions of binder.c, there is a possible way to represent the wrong domain to SELinux due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-200688826References: Upstream kernel",2022-03-16T15:15:10.417,https://nvd.nist.gov/vuln/detail/CVE-2021-39686,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Insufficient Control Flow Management
CVE-2022-20421,"In binder_inc_ref_for_node of binder.c, there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239630375References: Upstream kernel",2022-10-11T20:15:12.533,https://nvd.nist.gov/vuln/detail/CVE-2022-20421,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2023-20928,"In binder_vma_close of binder.c, there is a possible use after free due to improper locking. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-254837884References: Upstream kernel",2023-01-26T21:18:11.977,https://nvd.nist.gov/vuln/detail/CVE-2023-20928,CWE-416; CWE-667,Improper Locking; Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2023-20938,"In binder_transaction_buffer_release of binder.c, there is a possible use after free due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-257685302References: Upstream kernel",2023-02-28T17:15:10.723,https://nvd.nist.gov/vuln/detail/CVE-2023-20938,CWE-416,Use After Free,Improper Control of a Resource Through its Lifetime
CVE-2021-46935,"In the Linux kernel, the following vulnerability has been resolved:

binder: fix async_free_space accounting for empty parcels

In 4.13, commit 74310e06be4d (""android: binder: Move buffer out of area shared with user space"")
fixed a kernel structure visibility issue. As part of that patch,
sizeof(void *) was used as the buffer size for 0-length data payloads so
the driver could detect abusive clients sending 0-length asynchronous
transactions to a server by enforcing limits on async_free_size.

Unfortunately, on the ""free"" side, the accounting of async_free_space
did not add the sizeof(void *) back. The result was that up to 8-bytes of
async_free_space were leaked on every async transaction of 8-bytes or
less.  These small transactions are uncommon, so this accounting issue
has gone undetected for several years.

The fix is to use ""buffer_size"" (the allocated buffer size) instead of
""size"" (the logical buffer size) when updating the async_free_space
during the free operation. These are the same except for this
corner case of asynchronous transactions with payloads < 8 bytes.",2024-02-27T10:15:07.957,https://nvd.nist.gov/vuln/detail/CVE-2021-46935,CWE-668,Exposure of Resource to Wrong Sphere,Improper Control of a Resource Through its Lifetime
CVE-2022-49947,"In the Linux kernel, the following vulnerability has been resolved:

binder: fix alloc->vma_vm_mm null-ptr dereference

Syzbot reported a couple issues introduced by commit 44e602b4e52f
(""binder_alloc: add missing mmap_lock calls when using the VMA""), in
which we attempt to acquire the mmap_lock when alloc->vma_vm_mm has not
been initialized yet.

This can happen if a binder_proc receives a transaction without having
previously called mmap() to setup the binder_proc->alloc space in [1].
Also, a similar issue occurs via binder_alloc_print_pages() when we try
to dump the debugfs binder stats file in [2].

Sample of syzbot's crash report:
  ==================================================================
  KASAN: null-ptr-deref in range [0x0000000000000128-0x000000000000012f]
  CPU: 0 PID: 3755 Comm: syz-executor229 Not tainted 6.0.0-rc1-next-20220819-syzkaller #0
  syz-executor229[3755] cmdline: ./syz-executor2294415195
  Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 07/22/2022
  RIP: 0010:__lock_acquire+0xd83/0x56d0 kernel/locking/lockdep.c:4923
  [...]
  Call Trace:
   <TASK>
   lock_acquire kernel/locking/lockdep.c:5666 [inline]
   lock_acquire+0x1ab/0x570 kernel/locking/lockdep.c:5631
   down_read+0x98/0x450 kernel/locking/rwsem.c:1499
   mmap_read_lock include/linux/mmap_lock.h:117 [inline]
   binder_alloc_new_buf_locked drivers/android/binder_alloc.c:405 [inline]
   binder_alloc_new_buf+0xa5/0x19e0 drivers/android/binder_alloc.c:593
   binder_transaction+0x242e/0x9a80 drivers/android/binder.c:3199
   binder_thread_write+0x664/0x3220 drivers/android/binder.c:3986
   binder_ioctl_write_read drivers/android/binder.c:5036 [inline]
   binder_ioctl+0x3470/0x6d00 drivers/android/binder.c:5323
   vfs_ioctl fs/ioctl.c:51 [inline]
   __do_sys_ioctl fs/ioctl.c:870 [inline]
   __se_sys_ioctl fs/ioctl.c:856 [inline]
   __x64_sys_ioctl+0x193/0x200 fs/ioctl.c:856
   do_syscall_x64 arch/x86/entry/common.c:50 [inline]
   do_syscall_64+0x35/0xb0 arch/x86/entry/common.c:80
   entry_SYSCALL_64_after_hwframe+0x63/0xcd
   [...]
  ==================================================================

Fix these issues by setting up alloc->vma_vm_mm pointer during open()
and caching directly from current->mm. This guarantees we have a valid
reference to take the mmap_lock during scenarios described above.

[1] https://syzkaller.appspot.com/bug?extid=f7dc54e5be28950ac459
[2] https://syzkaller.appspot.com/bug?extid=a75ebe0452711c9e56d9",2025-06-18T11:15:21.717,https://nvd.nist.gov/vuln/detail/CVE-2022-49947,N/A,N/A,Other
